enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
32826,138,0.836,1,1,3,4,1,7,0,0,1,45,0.0
13253,82,0.693,1,1,3,3,1,11,1,1,2,109,0.0
15637,67,0.855,1,1,1,3,3,3,2,1,1,70,0.0
28074,103,0.92,2,1,1,3,1,20,2,6,5,17,0.0
23012,103,0.92,2,2,1,4,1,15,1,1,1,51,0.0
16110,103,0.92,2,1,1,3,1,6,1,1,3,60,1.0
24530,114,0.926,1,2,1,3,1,12,2,1,5,7,0.0
32776,64,0.6659999999999999,1,1,1,3,1,20,0,0,4,290,0.0
1907,102,0.804,1,2,1,2,0,2,1,6,6,145,0.0
3116,21,0.624,1,2,1,0,0,3,0,0,1,24,0.0
24829,103,0.92,1,2,1,4,3,3,3,1,1,133,1.0
1265,103,0.92,1,1,1,3,1,10,1,2,1,76,0.0
22098,90,0.698,2,2,3,4,1,5,0,0,4,21,1.0
13342,21,0.624,2,1,1,3,6,8,3,1,2,34,0.0
24608,160,0.92,1,2,1,3,1,9,1,1,2,15,0.0
20081,57,0.866,1,2,1,3,1,20,0,0,5,156,0.0
24796,103,0.92,1,1,1,3,1,20,3,1,5,15,0.0
1261,73,0.754,1,1,1,3,1,12,0,0,2,100,1.0
3396,67,0.855,1,1,2,3,1,6,2,1,6,102,0.0
4283,103,0.92,1,2,1,2,0,4,0,0,6,52,0.0
2003,103,0.92,1,1,3,2,0,4,0,0,1,112,1.0
31786,103,0.92,1,2,1,5,1,20,1,1,5,14,0.0
23455,21,0.624,1,1,1,3,1,6,3,1,4,49,1.0
19882,16,0.91,1,1,1,3,1,15,0,0,5,72,0.0
28817,89,0.925,1,1,3,3,1,14,3,1,3,141,1.0
4656,114,0.926,1,2,1,2,0,6,0,1,6,28,0.0
7280,103,0.92,1,1,1,3,1,13,3,1,1,6,0.0
16903,103,0.92,1,1,1,3,5,17,3,1,1,125,0.0
26241,103,0.92,1,1,1,3,6,20,2,1,2,33,0.0
32092,103,0.92,2,1,1,4,1,15,3,1,5,55,0.0
3766,150,0.698,1,2,1,3,1,20,2,1,5,32,0.0
30496,103,0.92,1,1,1,3,2,20,2,1,5,11,0.0
7189,73,0.754,1,1,1,3,1,20,1,1,1,41,0.0
29497,103,0.92,1,1,1,4,1,20,3,5,5,87,1.0
31593,67,0.855,1,1,1,4,1,10,2,1,4,114,0.0
11986,90,0.698,1,1,2,4,1,5,1,3,1,15,0.0
14835,173,0.878,2,1,2,2,0,2,2,6,1,22,0.0
3728,103,0.92,1,1,1,4,1,20,3,1,4,13,0.0
3024,98,0.949,1,1,1,3,1,20,1,5,1,246,0.0
23508,103,0.92,1,1,1,4,1,9,1,1,1,22,0.0
29457,103,0.92,1,1,1,4,1,20,1,2,1,81,0.0
27708,94,0.698,1,2,3,3,1,5,3,0,0,24,1.0
3065,103,0.92,1,1,1,3,1,20,2,2,1,50,0.0
29226,104,0.924,1,2,3,2,0,6,0,0,6,15,0.0
5493,28,0.939,1,1,1,4,1,20,1,1,5,31,0.0
2891,114,0.926,1,1,1,4,1,20,1,1,6,84,0.0
32509,136,0.897,1,1,2,3,1,4,3,1,1,42,0.0
907,103,0.92,2,1,1,3,1,20,1,1,5,72,0.0
29526,115,0.789,1,1,1,3,1,14,1,1,5,42,1.0
10956,94,0.698,1,1,1,3,1,15,1,3,1,152,0.0
26099,103,0.92,1,1,1,3,1,12,3,1,1,60,0.0
26163,21,0.624,1,2,3,4,1,2,0,0,6,8,0.0
4120,16,0.91,1,2,3,4,1,13,0,0,3,17,1.0
7335,83,0.923,1,2,1,2,0,1,0,0,1,33,0.0
706,16,0.91,1,1,1,4,1,4,2,2,6,38,0.0
9890,103,0.92,1,1,1,3,3,14,1,3,2,178,0.0
32683,160,0.92,1,1,1,3,1,15,1,1,1,11,0.0
27104,36,0.893,1,1,1,2,0,20,0,0,6,87,0.0
7731,65,0.802,1,1,1,3,1,13,0,0,6,84,0.0
31943,71,0.884,1,1,1,3,1,20,2,3,2,32,0.0
33339,21,0.624,1,2,1,3,1,2,2,5,1,39,0.0
29529,165,0.903,1,1,1,3,1,3,2,1,1,55,1.0
32095,103,0.92,1,1,1,4,3,2,1,3,1,104,0.0
30098,103,0.92,1,1,1,4,6,20,2,1,5,8,0.0
23825,21,0.624,1,2,3,3,1,2,0,0,6,102,0.0
30695,21,0.624,1,2,3,3,1,3,0,1,6,42,0.0
24936,21,0.624,1,1,1,4,1,3,1,2,1,88,0.0
31602,103,0.92,1,1,1,4,1,20,3,1,1,7,0.0
5278,21,0.624,1,2,1,0,0,3,0,1,6,218,0.0
16814,16,0.91,1,1,1,3,1,20,3,1,5,62,0.0
19249,103,0.92,1,1,1,3,1,6,1,1,1,83,0.0
9475,28,0.939,1,1,1,3,1,9,3,1,5,11,0.0
4865,114,0.926,1,2,2,5,1,20,1,0,5,10,0.0
20881,28,0.939,1,1,1,4,1,10,3,1,1,114,0.0
26002,16,0.91,1,2,3,3,1,2,0,0,6,80,1.0
8528,160,0.92,1,1,2,3,1,20,1,5,5,108,0.0
6141,103,0.92,1,1,1,3,1,2,2,1,2,45,0.0
27667,103,0.92,1,2,3,3,1,5,0,0,6,77,0.0
2821,114,0.926,1,1,1,4,1,15,2,1,2,8,0.0
25495,142,0.727,2,1,1,3,1,9,2,2,5,37,0.0
28015,103,0.92,1,1,1,3,1,13,2,1,2,162,0.0
405,165,0.903,1,1,1,4,1,19,2,1,4,4,0.0
13891,71,0.884,2,2,1,5,1,3,3,5,1,41,0.0
399,103,0.92,1,1,1,3,1,20,1,1,1,190,0.0
8751,103,0.92,1,1,1,3,1,6,2,5,1,11,0.0
20744,103,0.92,1,2,3,2,0,3,3,1,1,30,0.0
25380,103,0.92,1,1,1,4,1,13,2,0,5,39,0.0
24617,102,0.804,1,1,3,2,0,9,0,0,1,16,0.0
12509,114,0.926,1,2,1,3,1,20,1,1,5,5,0.0
25473,26,0.698,1,2,3,2,0,8,0,0,6,39,0.0
13083,114,0.926,1,1,1,4,1,10,1,1,5,29,0.0
3500,103,0.92,3,2,2,2,0,6,1,2,1,54,0.0
15922,160,0.92,1,1,1,3,1,9,1,1,3,44,0.0
6685,16,0.91,1,1,1,3,1,15,0,0,5,47,0.0
28838,103,0.92,1,1,1,3,1,20,3,6,5,74,0.0
24082,21,0.624,1,1,1,4,1,6,1,1,1,8,1.0
1020,103,0.92,1,1,1,3,1,3,2,1,1,162,0.0
16994,46,0.762,3,1,2,2,0,3,1,1,1,262,0.0
13135,138,0.836,1,1,1,4,1,14,0,0,1,6,0.0
14578,64,0.6659999999999999,1,1,2,3,1,9,1,1,1,19,1.0
20732,64,0.6659999999999999,3,2,1,3,1,20,1,1,5,23,1.0
16496,21,0.624,1,2,0,3,1,1,0,0,1,107,1.0
16537,136,0.897,1,1,1,4,1,15,3,0,5,134,0.0
17358,114,0.926,1,1,1,4,1,11,1,3,1,40,0.0
21933,71,0.884,1,1,1,3,1,12,1,1,1,11,0.0
7342,160,0.92,1,1,1,3,1,11,0,0,3,102,0.0
5630,21,0.624,1,2,3,3,1,2,0,0,6,100,0.0
24152,83,0.923,1,2,1,4,1,3,3,1,6,30,0.0
22319,21,0.624,1,2,1,3,1,1,0,0,1,14,1.0
30912,83,0.923,1,2,1,1,0,1,0,1,6,103,0.0
20976,160,0.92,1,1,2,3,1,5,3,5,2,40,0.0
13150,16,0.91,1,1,1,5,1,20,2,1,2,27,0.0
12206,114,0.926,1,2,1,2,0,10,2,1,5,46,0.0
9407,114,0.926,1,1,1,2,0,7,1,1,5,110,0.0
13152,103,0.92,1,1,1,3,1,13,1,2,1,96,0.0
25418,160,0.92,1,1,3,3,1,6,0,0,1,240,0.0
22689,98,0.949,1,1,1,3,1,4,1,2,4,42,0.0
5104,75,0.939,1,1,1,4,1,7,0,0,1,16,1.0
13994,12,0.64,1,1,1,3,1,20,1,1,6,40,1.0
27064,103,0.92,1,1,1,3,1,5,2,2,2,94,0.0
9571,173,0.878,1,2,2,3,1,10,1,3,1,25,0.0
30854,43,0.516,1,1,1,3,1,9,1,3,1,11,0.0
29640,90,0.698,1,1,1,3,1,8,0,0,1,23,0.0
17519,142,0.727,1,1,1,3,1,10,1,1,2,113,0.0
6085,104,0.924,1,2,3,3,1,2,0,0,1,39,1.0
31692,160,0.92,1,1,3,3,1,20,3,1,1,40,0.0
6052,103,0.92,1,1,1,4,1,20,1,1,5,56,0.0
12934,114,0.926,1,1,2,3,1,19,2,1,2,64,0.0
30400,73,0.754,1,1,1,3,1,5,3,1,1,51,0.0
26419,67,0.855,2,1,3,3,1,6,3,1,2,41,0.0
12117,74,0.579,1,1,1,3,1,4,1,1,1,320,0.0
28847,136,0.897,1,1,1,4,1,7,0,0,6,20,0.0
30472,21,0.624,1,2,3,0,0,4,3,1,1,9,1.0
32534,102,0.804,1,1,3,3,1,9,3,1,1,74,0.0
22395,21,0.624,1,1,1,4,1,3,0,5,1,129,1.0
4876,67,0.855,2,1,1,4,1,10,0,0,1,42,0.0
26135,103,0.92,1,2,3,2,0,3,0,0,1,126,1.0
2793,83,0.923,1,1,1,3,1,20,1,1,5,166,0.0
25174,61,0.913,1,1,1,3,1,2,1,1,1,110,0.0
5593,103,0.92,1,1,3,3,1,20,0,0,1,37,0.0
14003,102,0.804,2,1,2,3,1,2,0,0,1,95,1.0
33057,103,0.92,1,1,1,3,1,20,0,0,5,29,1.0
30484,114,0.926,1,1,1,4,1,20,1,1,5,31,0.0
14688,116,0.743,1,2,3,4,1,11,1,1,5,97,0.0
25459,114,0.926,1,2,1,1,0,3,0,0,6,16,0.0
23657,103,0.92,1,2,1,1,0,4,0,0,6,14,0.0
20322,102,0.804,1,1,1,5,1,20,2,1,5,206,0.0
22194,103,0.92,2,1,1,3,1,2,1,2,1,204,0.0
31401,103,0.92,1,1,1,4,1,18,3,1,2,116,0.0
20376,160,0.92,1,1,1,3,1,20,0,0,5,25,1.0
6790,90,0.698,1,1,3,4,1,15,0,0,1,100,0.0
10102,103,0.92,1,1,1,3,1,20,3,1,6,107,0.0
10338,157,0.769,1,1,2,4,1,11,0,0,1,17,0.0
15701,16,0.91,1,1,1,3,1,10,1,1,1,140,0.0
21218,75,0.939,1,1,1,3,3,3,3,1,2,75,0.0
10752,67,0.855,2,1,1,4,1,9,2,1,2,42,1.0
17460,16,0.91,2,1,1,3,1,7,3,1,1,22,0.0
9384,61,0.913,1,1,1,4,1,20,2,1,5,143,0.0
4269,67,0.855,2,1,1,3,1,14,1,1,2,72,0.0
14935,103,0.92,1,1,1,2,0,11,2,1,1,7,0.0
28033,136,0.897,1,2,3,3,1,3,1,3,1,182,0.0
1568,99,0.915,1,1,1,3,1,15,1,1,4,50,0.0
15465,100,0.887,1,1,1,2,0,2,1,5,1,82,0.0
26233,16,0.91,1,1,0,3,1,2,3,1,1,58,0.0
29440,21,0.624,1,1,1,3,1,4,1,0,2,60,1.0
32652,65,0.802,1,1,3,4,1,5,2,1,4,124,0.0
12875,152,0.698,1,2,3,4,1,3,0,6,2,57,1.0
21078,160,0.92,2,1,1,3,1,9,1,1,1,17,0.0
5899,150,0.698,1,2,1,1,0,3,0,1,6,31,0.0
22787,136,0.897,1,1,1,3,1,20,0,0,1,36,0.0
27435,36,0.893,1,1,2,3,1,15,0,0,4,198,0.0
2855,16,0.91,1,2,1,4,1,5,3,1,6,31,0.0
27866,103,0.92,1,1,1,3,1,20,1,2,1,31,0.0
7328,103,0.92,1,1,1,3,1,20,0,0,5,26,1.0
24807,103,0.92,1,1,1,3,1,6,1,1,1,55,0.0
27113,21,0.624,1,1,1,3,1,11,0,0,5,8,1.0
6008,16,0.91,1,1,1,2,0,20,2,1,5,38,0.0
760,23,0.899,1,1,1,3,3,16,0,0,2,8,0.0
2990,173,0.878,1,1,1,4,1,20,3,1,3,32,1.0
28229,40,0.7759999999999999,1,1,2,3,1,18,2,2,5,51,0.0
4162,102,0.804,1,1,3,3,1,9,3,1,2,22,0.0
27326,114,0.926,1,1,3,2,0,7,0,0,1,17,0.0
604,16,0.91,1,2,0,0,0,3,0,0,6,24,0.0
2194,23,0.899,1,1,1,3,1,5,1,2,1,19,0.0
21564,21,0.624,1,1,3,4,1,9,1,1,2,46,1.0
17432,16,0.91,2,1,1,3,1,13,1,1,5,15,0.0
13952,160,0.92,1,1,1,4,1,20,0,0,5,23,1.0
1988,36,0.893,1,1,1,3,1,20,2,1,5,38,0.0
8540,103,0.92,1,1,1,3,1,20,3,5,5,52,0.0
8806,103,0.92,2,2,1,3,1,1,0,0,6,22,1.0
15468,114,0.926,1,1,1,4,1,15,2,1,2,65,0.0
1297,103,0.92,1,1,1,3,1,7,3,1,4,86,0.0
4075,100,0.887,1,2,3,3,1,4,0,0,1,52,1.0
22517,114,0.926,1,2,1,3,1,3,3,5,1,86,0.0
26388,136,0.897,1,2,3,4,1,5,0,0,4,288,1.0
30676,16,0.91,1,1,1,4,1,20,2,1,5,53,0.0
18376,75,0.939,1,1,1,3,1,17,1,0,1,60,0.0
10970,16,0.91,1,1,1,4,1,18,0,0,5,178,0.0
29961,75,0.939,1,1,1,5,1,20,1,1,2,166,0.0
5136,104,0.924,1,1,1,5,3,20,0,0,1,62,0.0
20369,21,0.624,1,1,3,3,1,7,3,0,1,35,0.0
23505,103,0.92,1,1,1,3,1,17,2,1,5,106,0.0
11751,138,0.836,1,2,1,3,1,6,1,1,6,58,0.0
12038,90,0.698,1,1,3,4,0,0,0,0,0,44,1.0
28590,16,0.91,1,1,0,4,1,6,1,2,1,72,0.0
10370,75,0.939,1,1,1,4,1,16,3,6,2,166,0.0
5340,103,0.92,1,1,1,3,4,20,3,1,6,109,0.0
9217,71,0.884,1,1,1,3,1,1,1,3,1,37,0.0
23901,103,0.92,1,2,0,0,0,3,0,0,6,32,0.0
5673,45,0.89,1,2,1,3,1,9,1,1,3,51,0.0
25421,103,0.92,1,1,1,3,1,16,1,2,1,84,0.0
20698,114,0.926,1,1,1,3,1,20,2,6,1,72,0.0
41,100,0.887,1,1,1,2,0,20,2,1,1,47,0.0
23636,67,0.855,1,2,3,3,1,12,0,0,4,47,0.0
9387,73,0.754,1,1,0,2,0,6,1,2,2,20,0.0
21466,21,0.624,1,1,1,3,1,8,0,0,1,198,1.0
9515,103,0.92,1,2,1,3,6,2,3,5,1,64,0.0
20743,50,0.8959999999999999,1,1,1,4,1,15,3,1,5,23,1.0
25766,71,0.884,1,2,3,4,1,14,2,5,3,96,0.0
4626,21,0.624,1,2,1,2,0,2,0,1,6,306,0.0
4642,73,0.754,1,1,1,3,1,9,1,6,1,8,0.0
16178,46,0.762,1,1,1,3,1,20,2,1,1,48,0.0
1829,21,0.624,1,1,1,3,1,8,1,1,1,98,1.0
8287,103,0.92,1,2,3,3,1,1,0,0,1,53,1.0
10529,103,0.92,1,1,1,3,2,20,1,1,1,102,0.0
27546,103,0.92,1,2,1,1,0,1,0,0,6,43,0.0
32324,103,0.92,1,2,1,3,1,20,1,1,5,32,0.0
15796,71,0.884,2,1,1,4,1,3,0,0,2,322,1.0
17083,160,0.92,2,1,3,3,1,4,3,1,1,7,0.0
16414,16,0.91,1,1,1,3,1,16,1,1,1,53,0.0
32340,67,0.855,1,1,1,3,1,10,1,2,1,161,0.0
18462,136,0.897,1,2,1,4,1,8,1,1,1,11,0.0
30636,21,0.624,1,2,3,3,1,1,1,0,1,72,1.0
29982,105,0.794,2,1,1,4,3,6,1,1,1,182,0.0
29217,75,0.939,1,1,1,3,1,20,3,1,5,67,0.0
18454,128,0.527,2,2,1,3,1,1,0,0,1,50,0.0
22508,71,0.884,2,2,2,3,1,5,2,1,1,16,0.0
25969,16,0.91,1,1,1,3,1,20,3,1,5,38,0.0
28080,103,0.92,3,1,1,3,2,5,1,3,1,98,0.0
21134,70,0.698,1,2,2,3,1,4,0,0,2,7,1.0
30925,160,0.92,1,2,3,3,1,2,0,0,1,88,0.0
29000,71,0.884,1,1,1,4,1,4,2,1,2,112,0.0
26925,158,0.7659999999999999,3,1,3,3,1,15,3,0,6,30,1.0
25525,67,0.855,3,2,3,2,0,4,3,1,1,36,0.0
21989,16,0.91,1,1,1,3,1,19,2,1,4,24,0.0
10984,103,0.92,1,1,1,4,3,2,3,6,1,28,0.0
26543,173,0.878,1,1,2,3,1,10,1,5,1,166,0.0
32043,21,0.624,1,1,3,4,1,10,1,1,2,61,1.0
15343,46,0.762,1,1,1,3,1,20,1,5,3,24,0.0
30967,16,0.91,1,2,3,3,1,10,0,0,1,8,1.0
30191,165,0.903,1,1,1,3,1,9,0,0,1,133,0.0
13537,67,0.855,1,1,1,3,1,14,0,0,5,143,0.0
23185,173,0.878,1,1,1,3,1,20,1,1,5,29,0.0
9600,103,0.92,1,1,1,3,1,9,3,5,5,11,1.0
25963,21,0.624,1,1,1,3,1,4,1,0,1,7,0.0
5141,46,0.762,1,1,1,3,1,8,1,1,5,87,0.0
657,103,0.92,1,1,1,3,1,8,1,2,1,18,0.0
29991,41,0.8270000000000001,1,1,1,3,2,9,3,1,1,76,1.0
18759,21,0.624,1,1,1,3,1,6,3,1,1,114,0.0
5731,16,0.91,1,1,1,3,1,7,1,0,5,30,0.0
20135,83,0.923,1,1,1,3,1,20,2,1,5,80,0.0
18620,40,0.7759999999999999,1,1,3,3,1,14,3,1,6,52,0.0
24226,21,0.624,2,1,1,3,1,1,1,1,1,13,0.0
7909,21,0.624,1,2,1,1,0,2,0,0,6,12,1.0
11966,138,0.836,1,1,1,4,3,2,2,1,1,36,0.0
10017,114,0.926,1,1,1,4,1,20,3,1,5,67,0.0
361,103,0.92,1,1,1,3,1,9,0,1,1,100,0.0
20797,16,0.91,1,1,1,5,1,15,3,1,1,58,0.0
25041,21,0.624,1,1,1,3,1,7,2,1,1,18,1.0
17783,65,0.802,1,1,3,3,1,1,3,1,2,11,0.0
13256,21,0.624,1,1,1,3,1,4,0,0,2,15,1.0
6283,103,0.92,1,1,1,3,6,10,1,1,5,206,0.0
28468,28,0.939,1,1,1,4,1,20,3,1,5,88,0.0
4978,114,0.926,1,1,2,4,1,14,3,1,2,16,0.0
28641,104,0.924,1,1,1,3,1,20,3,1,5,95,0.0
28915,21,0.624,1,2,1,3,1,6,0,5,1,53,0.0
33367,103,0.92,1,1,1,3,1,20,0,0,5,220,1.0
3999,72,0.795,1,1,1,4,1,20,2,5,5,94,0.0
9860,103,0.92,1,1,1,3,5,17,1,1,3,20,0.0
31153,101,0.5579999999999999,1,2,1,3,1,8,0,0,6,47,1.0
26616,103,0.92,1,1,1,3,1,20,0,0,2,60,0.0
24366,21,0.624,1,1,1,3,1,6,3,1,4,78,1.0
17786,105,0.794,1,1,1,0,0,6,1,0,1,20,0.0
1396,75,0.939,1,1,1,3,1,20,3,1,3,2,0.0
22954,105,0.794,2,1,3,3,1,9,2,1,5,206,0.0
14775,67,0.855,1,2,1,2,0,12,0,0,1,90,0.0
1563,19,0.682,1,1,1,3,1,12,2,1,3,25,0.0
29612,21,0.624,1,1,3,3,1,5,1,1,1,8,1.0
23856,114,0.926,1,1,1,3,1,9,2,1,2,22,0.0
30441,103,0.92,1,1,1,3,3,19,2,1,5,90,0.0
30265,103,0.92,1,1,3,2,0,10,0,0,2,81,1.0
11545,114,0.926,1,1,1,3,1,7,1,1,1,120,0.0
2404,21,0.624,1,1,1,3,1,4,1,1,6,18,1.0
19555,65,0.802,1,1,3,3,1,8,3,1,2,314,0.0
17400,16,0.91,1,2,3,3,1,2,0,0,6,10,0.0
10612,21,0.624,1,1,1,4,1,8,0,0,1,25,1.0
23365,101,0.5579999999999999,1,2,1,3,1,1,1,3,1,146,1.0
13288,21,0.624,1,1,1,3,1,3,0,0,1,26,0.0
23430,20,0.7959999999999999,1,1,1,3,1,11,2,1,5,25,0.0
30404,103,0.92,1,1,1,3,1,20,1,1,5,50,1.0
8930,103,0.92,1,1,1,3,1,9,3,1,5,30,0.0
3920,106,0.698,1,1,1,3,1,18,3,1,4,39,0.0
11780,16,0.91,1,1,1,3,1,20,1,1,1,43,1.0
8489,11,0.55,1,1,1,0,0,15,2,1,5,15,1.0
32581,143,0.74,1,2,1,3,1,4,0,0,1,21,1.0
22420,67,0.855,1,1,1,3,3,9,3,1,2,226,0.0
28415,103,0.92,1,1,1,3,1,14,0,0,1,60,0.0
32260,78,0.579,1,1,1,3,1,2,0,0,1,9,0.0
21603,21,0.624,1,1,1,3,1,7,1,1,1,50,0.0
19702,73,0.754,1,2,2,2,0,4,3,1,1,280,1.0
17665,16,0.91,1,1,1,3,1,3,1,0,2,91,0.0
19612,21,0.624,1,1,1,4,1,5,2,1,1,15,1.0
18905,103,0.92,1,1,3,3,1,5,2,1,2,14,0.0
824,16,0.91,1,1,1,3,1,10,2,1,1,74,0.0
27275,21,0.624,1,1,1,3,1,20,0,0,2,43,1.0
14217,114,0.926,1,1,1,4,1,14,2,1,1,52,0.0
9414,21,0.624,1,1,1,3,1,8,2,1,1,54,1.0
33242,73,0.754,1,2,2,3,1,8,1,3,1,50,0.0
24224,150,0.698,1,1,1,3,1,7,0,1,6,100,0.0
9684,10,0.895,1,1,1,4,1,17,1,3,1,42,0.0
8584,16,0.91,1,1,1,5,1,20,2,1,4,11,0.0
27003,16,0.91,1,1,1,4,1,10,1,1,2,74,0.0
17840,65,0.802,1,1,3,2,0,7,1,1,1,17,0.0
29723,45,0.89,1,1,3,3,1,9,1,1,5,90,0.0
33181,67,0.855,1,2,1,4,1,20,2,1,2,234,0.0
